index,program,combination,coverage,mean,median,std
0,say.x.bc,0,100,113.04263565891473,97.0,115.16369426505139
0,cjpeg.x.bc,0,100,23.705188679245282,15.0,37.89714694620841
0,djpeg.x.bc,0,100,34.639952153110045,25.0,32.338125128705535
0,toast.x.bc,0,100,222.79044117647058,132.0,301.9414937432797
0,susan.bc,0,100,137.25165562913907,80.0,157.152864314207
0,tetris.bc,0,100,86.43589743589743,55.0,91.21425745274774
