index,program,combination,coverage,mean,median,std
0,say.x.bc,0,100,116.21317829457364,100.0,115.13832724152266
0,cjpeg.x.bc,0,100,26.766509433962263,18.0,38.15558653778453
0,djpeg.x.bc,0,100,37.75,28.0,32.94933674394719
0,toast.x.bc,0,100,225.9375,135.0,301.8611870393556
0,susan.bc,0,100,140.72847682119206,83.0,157.7963283541502
0,tetris.bc,0,100,91.07692307692308,58.0,92.26505425504496
