index,program,combination,coverage,mean,median,std
0,say.x.bc,0,100,113.18217054263566,97.0,115.1381111680696
0,cjpeg.x.bc,0,100,23.71933962264151,15.0,37.94949478294649
0,djpeg.x.bc,0,100,34.649521531100476,25.0,32.37933636157547
0,toast.x.bc,0,100,222.83455882352942,132.0,301.9153657407877
0,susan.bc,0,100,137.5430463576159,80.0,157.52068024009571
0,tetris.bc,0,100,90.15384615384616,58.0,91.53800904865537
