index,program,combination,coverage,mean,median,std
0,say.x.bc,0,100,113.05813953488372,97.0,115.15870626030157
0,cjpeg.x.bc,0,100,23.66745283018868,15.0,37.77915314535055
0,djpeg.x.bc,0,100,34.59688995215311,25.0,32.18143748432111
0,toast.x.bc,0,100,222.81985294117646,132.0,301.9238812135224
0,susan.bc,0,100,136.43046357615893,80.0,156.5499522478104
0,tetris.bc,0,100,86.74358974358974,55.0,91.32689045646454
